YEAR DAY  HR    RAD_AU      HGI_LAT   HGI_LON
2023  24   0   19.6629     3.080   331.814
2023  24   1   19.6629     3.080   331.814
2023  24   2   19.6629     3.080   331.815
2023  24   3   19.6629     3.080   331.815
2023  24   4   19.6629     3.080   331.816
2023  24   5   19.6629     3.080   331.816
2023  24   6   19.6629     3.080   331.816
2023  24   7   19.6629     3.080   331.817
2023  24   8   19.6629     3.080   331.817
2023  24   9   19.6628     3.080   331.818
2023  24  10   19.6628     3.080   331.818
2023  24  11   19.6628     3.080   331.819
2023  24  12   19.6628     3.080   331.819
2023  24  13   19.6628     3.080   331.820
2023  24  14   19.6628     3.080   331.820
2023  24  15   19.6628     3.080   331.821
2023  24  16   19.6628     3.080   331.821
2023  24  17   19.6628     3.080   331.822
2023  24  18   19.6628     3.079   331.822
2023  24  19   19.6628     3.079   331.823
2023  24  20   19.6628     3.079   331.823
2023  24  21   19.6628     3.079   331.823
2023  24  22   19.6628     3.079   331.824
2023  24  23   19.6628     3.079   331.824
2023  25   0   19.6627     3.079   331.825
2023  25   1   19.6627     3.079   331.825
2023  25   2   19.6627     3.079   331.826
2023  25   3   19.6627     3.079   331.826
2023  25   4   19.6627     3.079   331.827
2023  25   5   19.6627     3.079   331.827
2023  25   6   19.6627     3.079   331.828
2023  25   7   19.6627     3.079   331.828
2023  25   8   19.6627     3.079   331.829
2023  25   9   19.6627     3.079   331.829
2023  25  10   19.6627     3.079   331.829
2023  25  11   19.6627     3.079   331.830
2023  25  12   19.6627     3.079   331.830
2023  25  13   19.6627     3.079   331.831
2023  25  14   19.6627     3.079   331.831
2023  25  15   19.6627     3.079   331.832
2023  25  16   19.6626     3.078   331.832
2023  25  17   19.6626     3.078   331.833
2023  25  18   19.6626     3.078   331.833
2023  25  19   19.6626     3.078   331.834
2023  25  20   19.6626     3.078   331.834
2023  25  21   19.6626     3.078   331.835
2023  25  22   19.6626     3.078   331.835
2023  25  23   19.6626     3.078   331.836
2023  26   0   19.6626     3.078   331.836
2023  26   1   19.6626     3.078   331.836
2023  26   2   19.6626     3.078   331.837
2023  26   3   19.6626     3.078   331.837
2023  26   4   19.6626     3.078   331.838
2023  26   5   19.6626     3.078   331.838
2023  26   6   19.6626     3.078   331.839
2023  26   7   19.6626     3.078   331.839
2023  26   8   19.6625     3.078   331.840
2023  26   9   19.6625     3.078   331.840
2023  26  10   19.6625     3.078   331.841
2023  26  11   19.6625     3.078   331.841
2023  26  12   19.6625     3.078   331.842
2023  26  13   19.6625     3.078   331.842
2023  26  14   19.6625     3.077   331.842
2023  26  15   19.6625     3.077   331.843
2023  26  16   19.6625     3.077   331.843
2023  26  17   19.6625     3.077   331.844
2023  26  18   19.6625     3.077   331.844
2023  26  19   19.6625     3.077   331.845
2023  26  20   19.6625     3.077   331.845
2023  26  21   19.6625     3.077   331.846
2023  26  22   19.6625     3.077   331.846
2023  26  23   19.6625     3.077   331.847
2023  27   0   19.6624     3.077   331.847
2023  27   1   19.6624     3.077   331.848
2023  27   2   19.6624     3.077   331.848
2023  27   3   19.6624     3.077   331.849
2023  27   4   19.6624     3.077   331.849
2023  27   5   19.6624     3.077   331.849
2023  27   6   19.6624     3.077   331.850
2023  27   7   19.6624     3.077   331.850
2023  27   8   19.6624     3.077   331.851
2023  27   9   19.6624     3.077   331.851
2023  27  10   19.6624     3.077   331.852
2023  27  11   19.6624     3.076   331.852
2023  27  12   19.6624     3.076   331.853
2023  27  13   19.6624     3.076   331.853
2023  27  14   19.6624     3.076   331.854
2023  27  15   19.6624     3.076   331.854
2023  27  16   19.6623     3.076   331.855
2023  27  17   19.6623     3.076   331.855
2023  27  18   19.6623     3.076   331.855
2023  27  19   19.6623     3.076   331.856
2023  27  20   19.6623     3.076   331.856
2023  27  21   19.6623     3.076   331.857
2023  27  22   19.6623     3.076   331.857
2023  27  23   19.6623     3.076   331.858
2023  28   0   19.6623     3.076   331.858
2023  28   1   19.6623     3.076   331.859
2023  28   2   19.6623     3.076   331.859
2023  28   3   19.6623     3.076   331.860
2023  28   4   19.6623     3.076   331.860
2023  28   5   19.6623     3.076   331.861
2023  28   6   19.6623     3.076   331.861
2023  28   7   19.6623     3.076   331.862
2023  28   8   19.6622     3.076   331.862
2023  28   9   19.6622     3.075   331.862
2023  28  10   19.6622     3.075   331.863
2023  28  11   19.6622     3.075   331.863
2023  28  12   19.6622     3.075   331.864
2023  28  13   19.6622     3.075   331.864
2023  28  14   19.6622     3.075   331.865
2023  28  15   19.6622     3.075   331.865
2023  28  16   19.6622     3.075   331.866
2023  28  17   19.6622     3.075   331.866
2023  28  18   19.6622     3.075   331.867
2023  28  19   19.6622     3.075   331.867
2023  28  20   19.6622     3.075   331.868
2023  28  21   19.6622     3.075   331.868
2023  28  22   19.6622     3.075   331.868
2023  28  23   19.6621     3.075   331.869
2023  29   0   19.6621     3.075   331.869
2023  29   1   19.6621     3.075   331.870
2023  29   2   19.6621     3.075   331.870
2023  29   3   19.6621     3.075   331.871
2023  29   4   19.6621     3.075   331.871
2023  29   5   19.6621     3.075   331.872
2023  29   6   19.6621     3.075   331.872
2023  29   7   19.6621     3.074   331.873
2023  29   8   19.6621     3.074   331.873
2023  29   9   19.6621     3.074   331.874
2023  29  10   19.6621     3.074   331.874
2023  29  11   19.6621     3.074   331.874
2023  29  12   19.6621     3.074   331.875
2023  29  13   19.6621     3.074   331.875
2023  29  14   19.6621     3.074   331.876
2023  29  15   19.6620     3.074   331.876
2023  29  16   19.6620     3.074   331.877
2023  29  17   19.6620     3.074   331.877
2023  29  18   19.6620     3.074   331.878
2023  29  19   19.6620     3.074   331.878
2023  29  20   19.6620     3.074   331.879
2023  29  21   19.6620     3.074   331.879
2023  29  22   19.6620     3.074   331.880
